entity_type,original_id,duplicate_id,variation_type,field_name
ContactPoint,8dfc0cb0-dc97-4aec-8fac-816ce2d371cc,28574d17-fb07-4c83-95fc-04624840005c,omission,fax
ContactPoint,68aeb048-72ec-4932-a075-44b56eb7b98b,5564d2f1-e2ad-4bb4-9182-a02645963c7f,omission,fax
ContactPoint,d7c5a147-ebd2-452e-b18f-3aee34a25626,14d82166-bc98-4933-8d3d-c78bc91f9e56,omission,fax
ContactPoint,46c91999-4187-4dc0-aa20-ccea22e87c8d,fae01595-304b-40d9-9a5e-c9a00ccb6f67,omission,fax
ContactPoint,c40421fb-18fb-4f2c-9602-a43750ea62aa,518b425a-849a-4c47-b314-61dc24c85468,omission,fax
ContactPoint,9e3589b2-eb14-4394-bd70-57fbc7caa96b,5d1f0045-734f-4710-9de4-da778a5c86c6,omission,fax
ContactPoint,91db735e-dc21-43e8-902e-4f400a013a86,31e927a1-489f-4bf4-89a7-11804ded3807,omission,fax
ContactPoint,e1f51fdc-c203-453a-8b78-44b004747134,8668d8f1-7f74-4e34-96cb-403a1b5456ee,omission,fax
ContactPoint,b11826f6-66c3-400c-9cae-80b846695f55,09154c79-0e12-4632-9048-f6e4fe1c6d51,omission,fax
ContactPoint,77059fa8-56be-4bee-a67c-4de762f8d20a,028abe50-d209-43a2-a2b7-14c1dc532c16,omission,fax
ContactPoint,c46e1738-790b-4990-a428-da2ed8900991,87aca87a-5ea3-4a8c-91e0-340f57dc4108,omission,fax
ContactPoint,8a8ed273-ece1-4e8b-85cc-70a1a49266c9,5b3b68c1-6fc7-429e-b17b-f9c0c9bc0860,omission,fax
ContactPoint,8e95ef6a-b675-4f65-b8e1-c5e6648b1a36,4dee8e0c-8bf2-4b4f-8bb8-00055b7b78a4,omission,fax
ContactPoint,6db16e7a-23e0-484e-bc30-9d334ea8c3b1,47bc7296-e9b2-400d-aeb6-88f0d5d3a06b,omission,fax
ContactPoint,fef5a551-87a9-4185-9166-465bb0464634,81427485-bf6b-4e99-912b-5a7fd721e1fe,omission,fax
ContactPoint,6278f95a-7438-4b47-aa83-c504ebbc854b,60b4b633-da39-463c-b661-751ae7a2c014,omission,fax
ContactPoint,15f66e23-75e6-43b6-b952-7fba397ce787,007ccf28-8d54-4d8f-8ed6-d7bbc3b87469,omission,fax
ContactPoint,11d0fd54-750e-41b1-997e-b2fc26fc574c,bcc69461-bb52-4e6f-998b-247879c971b7,omission,fax
ContactPoint,16b9315a-eea6-4d23-aaf3-913e301c8730,9adc90a9-495a-4fa9-bc73-252ca23e4f9c,omission,fax
ContactPoint,3d550d82-be18-4b30-93b7-9970dd8159b8,80df3db1-4da5-4ddc-a618-d6e93f36c16b,omission,fax
ContactPoint,cb628a19-a79e-431f-86ad-ad4a37c6c427,1d038d7e-a715-442a-a8e3-660089971c11,omission,fax
ContactPoint,a76f80a9-1db9-4322-ad85-ceb25291b049,55ff371e-4bf1-484e-92dd-e8680d7b29de,omission,fax
ContactPoint,b00fecf4-d53a-4c3a-83ff-0b3a5380531c,9d9ac159-322e-4b6f-a538-79094ca1c800,omission,fax
ContactPoint,c23ce929-89bc-44b6-9da4-01e9b331cf4d,313ecd68-4461-44be-9968-06eb3fe778bd,omission,fax
ContactPoint,e354f6ae-6d19-4acc-9167-c254a9800a11,96027825-2b06-4f72-a0c8-79551bc3fad4,omission,fax
ContactPoint,8e13c327-b461-4c8f-ae16-25f34b4444b5,2c29f5d0-b67b-4aad-8281-0bf765648dc8,omission,fax
ContactPoint,367cf088-7f4a-41b5-a72f-abab25edfea9,85e36f25-ae80-4319-a8d3-fc56802ff95d,omission,fax
ContactPoint,af2dd8f0-1d19-4eec-929f-efba97bf86b3,95c74004-b43c-4548-af2a-a68d731e27ae,omission,fax
ContactPoint,51b0a3c5-c9e7-4aba-b5da-3e50822bbc3d,101d7952-451e-4145-a13b-441e4b491a56,omission,fax
ContactPoint,322515a5-3a89-491e-b7b9-387b677bd216,ea348d1c-5c3e-4d74-b3f3-cac56fb29b7d,omission,fax
ContactPoint,0a4d3590-f9b4-4573-878a-2aafd8dc0cb1,1aecad37-babe-4e22-9286-19a3e23966bd,omission,fax
ContactPoint,a0e33935-f515-49fd-b68b-604992edb418,69c56aea-de51-4af9-bfa9-6dc1ab854f5e,omission,fax
ContactPoint,07d9fab3-fccd-4ab0-b13b-40ac30cceeb3,92c7f5c9-f6ac-4a43-930e-bbd3339d59ab,omission,fax
ContactPoint,8aa97d3f-bd63-47b3-9595-7c157d3e3711,9128ded9-b5fd-487f-98ba-461ca1f6bcc5,omission,fax
ContactPoint,4d668807-a68f-4bb3-8cb6-cfc37e49eb8d,91447032-d11a-4156-adf9-e2f30fc3381f,omission,fax
ContactPoint,659185b7-664e-4107-99a6-f4165e66ddc3,67456fbe-add2-486b-9297-8601887401a6,omission,fax
ContactPoint,3b6f2ad2-6ec1-47b0-99bb-f03db6d06615,b67f1711-edd4-4cbd-884f-6b50a2607217,omission,fax
ContactPoint,64a335b5-a973-439e-a2c9-b2627ed24723,a0b46a06-12fc-4aa6-a72b-080cab8f3ef4,omission,fax
ContactPoint,ea6d5565-3810-4725-952a-4ff52da4d7f2,b40736bd-7ee3-4af6-8c02-732e06e721df,omission,fax
ContactPoint,92738995-ca89-4d11-8646-356bc28611fd,fecaaec6-ec7b-4cb6-bf57-d64c6b8386ca,omission,fax
ContactPoint,095e2e87-c893-485b-acbb-85648b3941d5,da4818c1-bdfd-4e5f-80d4-0ecbcc54729e,omission,fax
ContactPoint,d44b5548-066d-4e1e-a16b-347d9babbdab,1c887dae-122f-4393-a593-daaf8a42a83e,omission,fax
ContactPoint,089f8b86-b99e-43e5-a908-a3aa20adb06e,e6b106a7-9d6c-4916-8794-678c8cc57ce6,omission,fax
ContactPoint,31692d4e-9b24-4fa1-b264-5654489d80b6,b52a6579-50e4-411f-bb85-d619746b2920,omission,fax
ContactPoint,51c756d4-6dda-4925-86d2-5fcc6714224c,fbedf518-f496-4a43-9b13-b39d83a11494,omission,fax
ContactPoint,749ef679-c161-4767-b28a-85434a974df5,ce0d07aa-6837-4c57-bd5f-8d857d997183,omission,fax
ContactPoint,52c71bbd-94b2-4c54-be2b-0f3a655ff99f,6daeda9c-f101-4e98-96fe-05a01d28f69c,omission,fax
ContactPoint,8a624be8-c7e2-4825-8fd2-64ff06fb6410,cb6471aa-8a2e-4e2b-a0c2-29bd7c3bec73,omission,fax
ContactPoint,3ab88289-7324-4b18-96b1-a336ba2831ca,dbd36621-b750-4b8d-ae64-3340d1b6963f,omission,fax
ContactPoint,b81b7f03-fb0a-4705-8e9a-a076faac8f76,0bda206f-1178-4507-a496-6ce1b61c48e7,omission,fax
ContactPoint,e558abe1-7fc8-42e7-8a2d-e86e6910124a,d7e471fa-21c9-4fef-8689-3f7a4aa286f7,omission,fax
ContactPoint,6706e199-9aaa-4aa8-9bec-11a0d5bccf5e,1478eb7d-89cf-4960-9f8d-c2316f2a76f8,omission,fax
ContactPoint,68f111c6-ddef-4680-9eb8-39597f119389,9a415724-de70-4224-8d0e-b602a11472d3,omission,fax
ContactPoint,10d44b3d-8aca-4410-9c10-126197762b3a,5b7873de-a409-43e6-8606-8dd13e5dbfa3,omission,fax
ContactPoint,745c759a-691f-4f9a-9895-89611d03e632,d5fe454d-9642-4ec0-b695-4809e22ef00c,omission,fax
ContactPoint,f929fb27-3e4a-4540-b8b5-c1dece9c85a7,15b90af7-2fa9-4291-a2c1-4312a98730cc,omission,fax
ContactPoint,1010e768-13f1-4080-bc0d-d51a9e00559b,48a56890-2058-44d1-bc26-7718e211b57a,omission,fax
ContactPoint,b0a7ff0b-74e0-420a-8cca-24df24e60c17,e69586d8-f5e4-4c13-9cee-77ebf15e2936,omission,fax
ContactPoint,6b5bc344-01bb-47e2-bf69-cd8fa4b4da1c,edb4e638-1632-4724-8a92-84725aa8953d,omission,fax
ContactPoint,5555ee5d-84b5-4c83-9eb8-3dd2a1dec0c1,9b297b93-5e9b-48ce-861f-00bf339bf9fe,omission,fax
ContactPoint,a9e80538-880b-4ff9-b4b7-d61da17256a8,6c2840cb-bb19-406b-9819-12ebbd625d7c,omission,fax
ContactPoint,5e573ddd-6b60-4f72-948e-40eb1fe43d64,2e03bd4f-9c4c-4817-ac03-a96444e0228c,omission,fax
ContactPoint,5073fc2b-c647-4e3c-8e19-967b8102ce40,868f5f59-6919-4c21-b086-1d538c89f3eb,omission,fax
ContactPoint,f714f11a-c923-4c39-80e9-889de42d1ba0,80100694-c40c-4ffd-9f04-707ab10d689f,omission,fax
ContactPoint,5aeb3613-9cc4-4f93-8fd9-ba8f6dc6e925,5098644f-9975-4fd5-b5b3-2346e031ad08,omission,fax
ContactPoint,76800d7a-bb11-4dbc-bd0f-8012f3cf3c33,e978c309-8d9c-4348-aef2-0bd11fb2b515,omission,fax
ContactPoint,93c1d25b-124b-44fc-8571-605af163875c,8a36ef71-cdb0-45ae-ac4b-38e0a56c60a0,omission,fax
ContactPoint,8eb9556d-7da2-4999-9436-93c6b76cfca2,f597b72d-d645-4736-821c-2bd32610c766,omission,fax
ContactPoint,2622126b-79e6-465b-85ac-ec616238495b,bd3de010-785f-420c-8a0f-585a95ed8a57,omission,fax
ContactPoint,ab8c6b16-cc35-4ea7-a17d-8ad2c9d9d2a6,2505a895-7cf0-4064-a8c8-25c0ed7b2f84,omission,fax
ContactPoint,09237dcc-b77c-4af1-b5fa-5ae843ff4aa7,a4289cb2-19c3-4c9b-92f7-f12f130699fa,omission,fax
ContactPoint,e92df0d8-5553-477b-8dfb-3ddd1fd512eb,24933f15-da43-4001-9f2a-17526c43de75,omission,fax
ContactPoint,918b59ec-2b6a-48a8-a8e1-19f70df23548,dcb9dd84-bcd5-4e43-bf4e-b99f252cd433,omission,fax
ContactPoint,799c82ee-f742-453b-a7a1-28de18310104,3e77c91f-2572-4689-ab64-96839c4ca518,omission,fax
ContactPoint,5b93822b-cec8-44aa-a000-4c9f716f9ea7,3431101e-c3eb-455d-a3a6-359e137ab8c9,omission,fax
ContactPoint,b0ca76f7-17f9-4524-8332-ed33bba6e752,9d2a8bf9-e8b0-4c88-b291-dc8d28731522,omission,fax
ContactPoint,87e87d1f-9af4-402a-8703-a4230fa8aee9,e3478f12-bad6-448c-82cd-9a4d07dbb7dc,omission,fax
ContactPoint,21f04ef1-e253-4910-9e10-c49316197d45,670608cd-20d9-4835-95fc-1f74f941fe30,omission,fax
